2019-04-20 16:01:07 ===== Starting: rave =====
2019-04-20 16:01:10 Run
2019-04-20 16:01:10 id = 5 (local); Seed = 0; Starting new sample
2019-04-21 11:05:12 id = 5 (local); Seed = 3307; Starting new sample
2019-04-21 11:05:29 id = 3 (local); Seed = 3304; Done (0)
2019-04-21 11:05:29 id = 3 (local); Seed = 3308; Starting new sample
2019-04-21 11:05:35 id = 4 (local); Seed = 3302; Done (0)
2019-04-21 11:05:35 id = 4 (local); Seed = 3309; Starting new sample
2019-04-21 11:05:46 id = 1 (local); Seed = 3303; Done (1)
2019-04-21 11:05:46 id = 1 (local); Seed = 3310; Starting new sample
2019-04-21 11:06:18 id = 2 (local); Seed = 3305; Done (0)
2019-04-21 11:06:18 id = 2 (local); Seed = 3311; Starting new sample
2019-04-21 11:06:25 id = 0 (local); Seed = 3306; Done (0)
2019-04-21 11:06:25 id = 0 (local); Seed = 3312; Starting new sample
2019-04-21 11:06:54 id = 5 (local); Seed = 3307; Done (1)
2019-04-21 11:06:54 id = 5 (local); Seed = 3313; Starting new sample
2019-04-21 11:07:05 id = 4 (local); Seed = 3309; Done (1)
2019-04-21 11:07:05 id = 4 (local); Seed = 3314; Starting new sample
2019-04-21 11:07:06 id = 3 (local); Seed = 3308; Done (0)
2019-04-21 11:07:06 id = 3 (local); Seed = 3315; Starting new sample
2019-04-21 11:07:28 id = 1 (local); Seed = 3310; Done (1)
2019-04-21 11:07:28 id = 1 (local); Seed = 3316; Starting new sample
2019-04-21 11:08:00 id = 2 (local); Seed = 3311; Done (1)
2019-04-21 11:08:00 id = 2 (local); Seed = 3317; Starting new sample
2019-04-21 11:08:03 id = 0 (local); Seed = 3312; Done (1)
2019-04-21 11:08:03 id = 0 (local); Seed = 3318; Starting new sample
2019-04-21 11:08:31 id = 5 (local); Seed = 3313; Done (0)
2019-04-21 11:08:31 id = 5 (local); Seed = 3319; Starting new sample
2019-04-21 11:08:48 id = 4 (local); Seed = 3314; Done (0)
2019-04-21 11:08:48 id = 4 (local); Seed = 3320; Starting new sample
2019-04-21 11:08:49 id = 3 (local); Seed = 3315; Done (0)
2019-04-21 11:08:49 id = 3 (local); Seed = 3321; Starting new sample
2019-04-21 11:09:06 id = 1 (local); Seed = 3316; Done (0)
2019-04-21 11:09:06 id = 1 (local); Seed = 3322; Starting new sample
2019-04-21 11:09:39 id = 2 (local); Seed = 3317; Done (0)
2019-04-21 11:09:39 id = 2 (local); Seed = 3323; Starting new sample
2019-04-21 11:09:45 id = 0 (local); Seed = 3318; Done (2)
2019-04-21 11:09:45 id = 0 (local); Seed = 3324; Starting new sample
2019-04-21 11:10:05 id = 3 (local); Seed = 3321; Done (0)
2019-04-21 11:10:05 id = 3 (local); Seed = 3325; Starting new sample
2019-04-21 11:10:13 id = 5 (local); Seed = 3319; Done (0)
2019-04-21 11:10:13 id = 5 (local); Seed = 3326; Starting new sample
2019-04-21 11:10:25 id = 4 (local); Seed = 3320; Done (1)
2019-04-21 11:10:25 id = 4 (local); Seed = 3327; Starting new sample
2019-04-21 11:10:48 id = 1 (local); Seed = 3322; Done (0)
2019-04-21 11:10:48 id = 1 (local); Seed = 3328; Starting new sample
2019-04-21 11:11:22 id = 2 (local); Seed = 3323; Done (1)
2019-04-21 11:11:22 id = 2 (local); Seed = 3329; Starting new sample
2019-04-21 11:11:24 id = 0 (local); Seed = 3324; Done (0)
2019-04-21 11:11:24 id = 0 (local); Seed = 3330; Starting new sample
2019-04-21 11:11:44 id = 3 (local); Seed = 3325; Done (1)
2019-04-21 11:11:44 id = 3 (local); Seed = 3331; Starting new sample
2019-04-21 11:11:55 id = 5 (local); Seed = 3326; Done (0)
2019-04-21 11:11:55 id = 5 (local); Seed = 3332; Starting new sample
2019-04-21 11:12:07 id = 4 (local); Seed = 3327; Done (2)
2019-04-21 11:12:07 id = 4 (local); Seed = 3333; Starting new sample
2019-04-21 11:12:26 id = 1 (local); Seed = 3328; Done (0)
2019-04-21 11:12:26 id = 1 (local); Seed = 3334; Starting new sample
2019-04-21 11:12:50 id = 2 (local); Seed = 3329; Done (1)
2019-04-21 11:12:50 id = 2 (local); Seed = 3335; Starting new sample
2019-04-21 11:13:06 id = 0 (local); Seed = 3330; Done (1)
2019-04-21 11:13:06 id = 0 (local); Seed = 3336; Starting new sample
2019-04-21 11:13:24 id = 4 (local); Seed = 3333; Done (0)
2019-04-21 11:13:24 id = 4 (local); Seed = 3337; Starting new sample
2019-04-21 11:13:27 id = 3 (local); Seed = 3331; Done (1)
2019-04-21 11:13:27 id = 3 (local); Seed = 3338; Starting new sample
2019-04-21 11:13:28 id = 5 (local); Seed = 3332; Done (0)
2019-04-21 11:13:28 id = 5 (local); Seed = 3339; Starting new sample
2019-04-21 11:14:08 id = 1 (local); Seed = 3334; Done (0)
2019-04-21 11:14:09 id = 1 (local); Seed = 3340; Starting new sample
2019-04-21 11:14:12 id = 2 (local); Seed = 3335; Done (0)
2019-04-21 11:14:12 id = 2 (local); Seed = 3341; Starting new sample
2019-04-21 11:14:43 id = 0 (local); Seed = 3336; Done (0)
2019-04-21 11:14:43 id = 0 (local); Seed = 3342; Starting new sample
2019-04-21 11:15:07 id = 4 (local); Seed = 3337; Done (2)
2019-04-21 11:15:07 id = 4 (local); Seed = 3343; Starting new sample
2019-04-21 11:15:09 id = 3 (local); Seed = 3338; Done (1)
2019-04-21 11:15:09 id = 3 (local); Seed = 3344; Starting new sample
2019-04-21 11:15:10 id = 5 (local); Seed = 3339; Done (1)
2019-04-21 11:15:10 id = 5 (local); Seed = 3345; Starting new sample
2019-04-21 11:15:51 id = 1 (local); Seed = 3340; Done (2)
2019-04-21 11:15:51 id = 1 (local); Seed = 3346; Starting new sample
2019-04-21 11:15:51 id = 2 (local); Seed = 3341; Done (0)
2019-04-21 11:15:51 id = 2 (local); Seed = 3347; Starting new sample
2019-04-21 11:16:22 id = 0 (local); Seed = 3342; Done (0)
2019-04-21 11:16:22 id = 0 (local); Seed = 3348; Starting new sample
2019-04-21 11:16:44 id = 5 (local); Seed = 3345; Done (0)
2019-04-21 11:16:44 id = 5 (local); Seed = 3349; Starting new sample
2019-04-21 11:16:47 id = 3 (local); Seed = 3344; Done (0)
2019-04-21 11:16:47 id = 3 (local); Seed = 3350; Starting new sample
2019-04-21 11:16:49 id = 4 (local); Seed = 3343; Done (2)
2019-04-21 11:16:49 id = 4 (local); Seed = 3351; Starting new sample
2019-04-21 11:17:27 id = 1 (local); Seed = 3346; Done (0)
2019-04-21 11:17:27 id = 1 (local); Seed = 3352; Starting new sample
2019-04-21 11:17:27 id = 2 (local); Seed = 3347; Done (0)
2019-04-21 11:17:27 id = 2 (local); Seed = 3353; Starting new sample
2019-04-21 11:17:56 id = 0 (local); Seed = 3348; Done (0)
2019-04-21 11:17:56 id = 0 (local); Seed = 3354; Starting new sample
2019-04-21 11:18:06 id = 5 (local); Seed = 3349; Done (0)
2019-04-21 11:18:06 id = 5 (local); Seed = 3355; Starting new sample
2019-04-21 11:18:16 id = 3 (local); Seed = 3350; Done (0)
2019-04-21 11:18:16 id = 3 (local); Seed = 3356; Starting new sample
2019-04-21 11:18:31 id = 4 (local); Seed = 3351; Done (2)
2019-04-21 11:18:31 id = 4 (local); Seed = 3357; Starting new sample
2019-04-21 11:18:52 id = 2 (local); Seed = 3353; Done (1)
2019-04-21 11:18:52 id = 2 (local); Seed = 3358; Starting new sample
2019-04-21 11:19:04 id = 1 (local); Seed = 3352; Done (0)
2019-04-21 11:19:04 id = 1 (local); Seed = 3359; Starting new sample
2019-04-21 11:19:39 id = 0 (local); Seed = 3354; Done (1)
2019-04-21 11:19:39 id = 0 (local); Seed = 3360; Starting new sample
2019-04-21 11:19:42 id = 5 (local); Seed = 3355; Done (0)
2019-04-21 11:19:42 id = 5 (local); Seed = 3361; Starting new sample
2019-04-21 11:19:46 id = 3 (local); Seed = 3356; Done (0)
2019-04-21 11:19:46 id = 3 (local); Seed = 3362; Starting new sample
2019-04-21 11:20:10 id = 4 (local); Seed = 3357; Done (0)
2019-04-21 11:20:10 id = 4 (local); Seed = 3363; Starting new sample
2019-04-21 11:20:35 id = 2 (local); Seed = 3358; Done (0)
2019-04-21 11:20:35 id = 2 (local); Seed = 3364; Starting new sample
2019-04-21 11:20:46 id = 1 (local); Seed = 3359; Done (0)
2019-04-21 11:20:46 id = 1 (local); Seed = 3365; Starting new sample
2019-04-21 11:21:03 id = 0 (local); Seed = 3360; Done (0)
2019-04-21 11:21:03 id = 0 (local); Seed = 3366; Starting new sample
2019-04-21 11:21:21 id = 5 (local); Seed = 3361; Done (1)
2019-04-21 11:21:21 id = 5 (local); Seed = 3367; Starting new sample
2019-04-21 11:21:28 id = 3 (local); Seed = 3362; Done (1)
2019-04-21 11:21:28 id = 3 (local); Seed = 3368; Starting new sample
2019-04-21 11:21:53 id = 4 (local); Seed = 3363; Done (2)
2019-04-21 11:21:53 id = 4 (local); Seed = 3369; Starting new sample
2019-04-21 11:22:12 id = 2 (local); Seed = 3364; Done (0)
2019-04-21 11:22:12 id = 2 (local); Seed = 3370; Starting new sample
2019-04-21 11:22:24 id = 1 (local); Seed = 3365; Done (0)
2019-04-21 11:22:24 id = 1 (local); Seed = 3371; Starting new sample
2019-04-21 11:22:45 id = 0 (local); Seed = 3366; Done (1)
2019-04-21 11:22:45 id = 0 (local); Seed = 3372; Starting new sample
2019-04-21 11:22:50 id = 3 (local); Seed = 3368; Done (1)
2019-04-21 11:22:50 id = 3 (local); Seed = 3373; Starting new sample
2019-04-21 11:23:03 id = 5 (local); Seed = 3367; Done (1)
2019-04-21 11:23:03 id = 5 (local); Seed = 3374; Starting new sample
2019-04-21 11:23:24 id = 4 (local); Seed = 3369; Done (0)
2019-04-21 11:23:24 id = 4 (local); Seed = 3375; Starting new sample
2019-04-21 11:23:51 id = 2 (local); Seed = 3370; Done (0)
2019-04-21 11:23:51 id = 2 (local); Seed = 3376; Starting new sample
2019-04-21 11:23:59 id = 0 (local); Seed = 3372; Done (1)
2019-04-21 11:23:59 id = 0 (local); Seed = 3377; Starting new sample
2019-04-21 11:24:06 id = 1 (local); Seed = 3371; Done (1)
2019-04-21 11:24:06 id = 1 (local); Seed = 3378; Starting new sample
2019-04-21 11:24:12 id = 3 (local); Seed = 3373; Done (1)
2019-04-21 11:24:12 id = 3 (local); Seed = 3379; Starting new sample
2019-04-21 11:24:45 id = 5 (local); Seed = 3374; Done (1)
2019-04-21 11:24:45 id = 5 (local); Seed = 3380; Starting new sample
2019-04-21 11:25:06 id = 4 (local); Seed = 3375; Done (1)
2019-04-21 11:25:06 id = 4 (local); Seed = 3381; Starting new sample
2019-04-21 11:25:21 id = 2 (local); Seed = 3376; Done (0)
2019-04-21 11:25:21 id = 2 (local); Seed = 3382; Starting new sample
2019-04-21 11:25:24 id = 0 (local); Seed = 3377; Done (0)
2019-04-21 11:25:24 id = 0 (local); Seed = 3383; Starting new sample
2019-04-21 11:25:48 id = 3 (local); Seed = 3379; Done (1)
2019-04-21 11:25:48 id = 3 (local); Seed = 3384; Starting new sample
2019-04-21 11:25:48 id = 1 (local); Seed = 3378; Done (0)
2019-04-21 11:25:48 id = 1 (local); Seed = 3385; Starting new sample
2019-04-21 11:26:28 id = 5 (local); Seed = 3380; Done (2)
2019-04-21 11:26:28 id = 5 (local); Seed = 3386; Starting new sample
2019-04-21 11:26:31 id = 4 (local); Seed = 3381; Done (0)
2019-04-21 11:26:31 id = 4 (local); Seed = 3387; Starting new sample
2019-04-21 11:27:04 id = 2 (local); Seed = 3382; Done (0)
2019-04-21 11:27:04 id = 2 (local); Seed = 3388; Starting new sample
2019-04-21 11:27:06 id = 0 (local); Seed = 3383; Done (0)
2019-04-21 11:27:06 id = 0 (local); Seed = 3389; Starting new sample
2019-04-21 11:27:13 id = 3 (local); Seed = 3384; Done (0)
2019-04-21 11:27:13 id = 3 (local); Seed = 3390; Starting new sample
2019-04-21 11:27:15 id = 1 (local); Seed = 3385; Done (0)
2019-04-21 11:27:15 id = 1 (local); Seed = 3391; Starting new sample
2019-04-21 11:27:53 id = 5 (local); Seed = 3386; Done (0)
2019-04-21 11:27:53 id = 5 (local); Seed = 3392; Starting new sample
2019-04-21 11:28:14 id = 4 (local); Seed = 3387; Done (0)
2019-04-21 11:28:14 id = 4 (local); Seed = 3393; Starting new sample
2019-04-21 11:28:42 id = 2 (local); Seed = 3388; Done (0)
2019-04-21 11:28:42 id = 2 (local); Seed = 3394; Starting new sample
2019-04-21 11:28:45 id = 0 (local); Seed = 3389; Done (0)
2019-04-21 11:28:45 id = 0 (local); Seed = 3395; Starting new sample
2019-04-21 11:28:55 id = 3 (local); Seed = 3390; Done (0)
2019-04-21 11:28:55 id = 3 (local); Seed = 3396; Starting new sample
2019-04-21 11:28:58 id = 1 (local); Seed = 3391; Done (2)
2019-04-21 11:28:58 id = 1 (local); Seed = 3397; Starting new sample
2019-04-21 11:29:25 id = 5 (local); Seed = 3392; Done (0)
2019-04-21 11:29:25 id = 5 (local); Seed = 3398; Starting new sample
2019-04-21 11:29:53 id = 4 (local); Seed = 3393; Done (0)
2019-04-21 11:29:53 id = 4 (local); Seed = 3399; Starting new sample
2019-04-21 11:30:17 id = 2 (local); Seed = 3394; Done (0)
2019-04-21 11:30:17 id = 2 (local); Seed = 3400; Starting new sample
2019-04-21 11:30:28 id = 0 (local); Seed = 3395; Done (1)
2019-04-21 11:30:28 id = 0 (local); Seed = 3401; Starting new sample
2019-04-21 11:30:33 id = 3 (local); Seed = 3396; Done (0)
2019-04-21 11:30:33 id = 3 (local); Seed = 3402; Starting new sample
2019-04-21 11:30:37 id = 1 (local); Seed = 3397; Done (0)
2019-04-21 11:30:37 id = 1 (local); Seed = 3403; Starting new sample
2019-04-21 11:31:08 id = 5 (local); Seed = 3398; Done (1)
2019-04-21 11:31:08 id = 5 (local); Seed = 3404; Starting new sample
2019-04-21 11:31:35 id = 4 (local); Seed = 3399; Done (1)
2019-04-21 11:31:35 id = 4 (local); Seed = 3405; Starting new sample
2019-04-21 11:31:55 id = 2 (local); Seed = 3400; Done (0)
2019-04-21 11:31:55 id = 2 (local); Seed = 3406; Starting new sample
2019-04-21 11:32:04 id = 0 (local); Seed = 3401; Done (1)
2019-04-21 11:32:04 id = 0 (local); Seed = 3407; Starting new sample
2019-04-21 11:32:15 id = 3 (local); Seed = 3402; Done (0)
2019-04-21 11:32:15 id = 3 (local); Seed = 3408; Starting new sample
2019-04-21 11:32:19 id = 1 (local); Seed = 3403; Done (1)
2019-04-21 11:32:19 id = 1 (local); Seed = 3409; Starting new sample
2019-04-21 11:32:44 id = 5 (local); Seed = 3404; Done (0)
2019-04-21 11:32:44 id = 5 (local); Seed = 3410; Starting new sample
2019-04-21 11:33:00 id = 4 (local); Seed = 3405; Done (1)
2019-04-21 11:33:00 id = 4 (local); Seed = 3411; Starting new sample
2019-04-21 11:33:37 id = 2 (local); Seed = 3406; Done (1)
2019-04-21 11:33:37 id = 2 (local); Seed = 3412; Starting new sample
2019-04-21 11:33:46 id = 0 (local); Seed = 3407; Done (0)
2019-04-21 11:33:46 id = 0 (local); Seed = 3413; Starting new sample
2019-04-21 11:33:46 id = 3 (local); Seed = 3408; Done (0)
2019-04-21 11:33:46 id = 3 (local); Seed = 3414; Starting new sample
2019-04-21 11:33:58 id = 1 (local); Seed = 3409; Done (1)
2019-04-21 11:33:58 id = 1 (local); Seed = 3415; Starting new sample
2019-04-21 11:34:26 id = 5 (local); Seed = 3410; Done (0)
2019-04-21 11:34:26 id = 5 (local); Seed = 3416; Starting new sample
2019-04-21 11:34:43 id = 4 (local); Seed = 3411; Done (0)
2019-04-21 11:34:43 id = 4 (local); Seed = 3417; Starting new sample
2019-04-21 11:35:15 id = 2 (local); Seed = 3412; Done (0)
2019-04-21 11:35:15 id = 2 (local); Seed = 3418; Starting new sample
2019-04-21 11:35:24 id = 0 (local); Seed = 3413; Done (0)
2019-04-21 11:35:24 id = 0 (local); Seed = 3419; Starting new sample
2019-04-21 11:35:28 id = 3 (local); Seed = 3414; Done (1)
2019-04-21 11:35:28 id = 3 (local); Seed = 3420; Starting new sample
2019-04-21 11:35:41 id = 1 (local); Seed = 3415; Done (1)
2019-04-21 11:35:41 id = 1 (local); Seed = 3421; Starting new sample
2019-04-21 11:35:50 id = 5 (local); Seed = 3416; Done (0)
2019-04-21 11:35:50 id = 5 (local); Seed = 3422; Starting new sample
2019-04-21 11:36:22 id = 4 (local); Seed = 3417; Done (0)
2019-04-21 11:36:22 id = 4 (local); Seed = 3423; Starting new sample
2019-04-21 11:36:39 id = 3 (local); Seed = 3420; Done (1)
2019-04-21 11:36:39 id = 3 (local); Seed = 3424; Starting new sample
2019-04-21 11:36:57 id = 2 (local); Seed = 3418; Done (0)
2019-04-21 11:36:57 id = 2 (local); Seed = 3425; Starting new sample
2019-04-21 11:37:07 id = 0 (local); Seed = 3419; Done (1)
2019-04-21 11:37:07 id = 0 (local); Seed = 3426; Starting new sample
2019-04-21 11:37:13 id = 1 (local); Seed = 3421; Done (0)
2019-04-21 11:37:13 id = 1 (local); Seed = 3427; Starting new sample
2019-04-21 11:37:33 id = 5 (local); Seed = 3422; Done (1)
2019-04-21 11:37:33 id = 5 (local); Seed = 3428; Starting new sample
2019-04-21 11:38:04 id = 4 (local); Seed = 3423; Done (1)
2019-04-21 11:38:04 id = 4 (local); Seed = 3429; Starting new sample
2019-04-21 11:38:17 id = 3 (local); Seed = 3424; Done (0)
2019-04-21 11:38:17 id = 3 (local); Seed = 3430; Starting new sample
2019-04-21 11:38:36 id = 2 (local); Seed = 3425; Done (1)
2019-04-21 11:38:36 id = 2 (local); Seed = 3431; Starting new sample
2019-04-21 11:38:49 id = 0 (local); Seed = 3426; Done (0)
2019-04-21 11:38:49 id = 0 (local); Seed = 3432; Starting new sample
2019-04-21 11:38:55 id = 1 (local); Seed = 3427; Done (0)
2019-04-21 11:38:55 id = 1 (local); Seed = 3433; Starting new sample
2019-04-21 11:38:56 id = 5 (local); Seed = 3428; Done (0)
2019-04-21 11:38:56 id = 5 (local); Seed = 3434; Starting new sample
2019-04-21 11:39:41 id = 4 (local); Seed = 3429; Done (0)
2019-04-21 11:39:41 id = 4 (local); Seed = 3435; Starting new sample
2019-04-21 11:39:59 id = 3 (local); Seed = 3430; Done (2)
2019-04-21 11:39:59 id = 3 (local); Seed = 3436; Starting new sample
2019-04-21 11:40:18 id = 2 (local); Seed = 3431; Done (0)
2019-04-21 11:40:18 id = 2 (local); Seed = 3437; Starting new sample
2019-04-21 11:40:23 id = 0 (local); Seed = 3432; Done (1)
2019-04-21 11:40:23 id = 0 (local); Seed = 3438; Starting new sample
2019-04-21 11:40:28 id = 1 (local); Seed = 3433; Done (1)
2019-04-21 11:40:28 id = 1 (local); Seed = 3439; Starting new sample
2019-04-21 11:40:39 id = 5 (local); Seed = 3434; Done (0)
2019-04-21 11:40:39 id = 5 (local); Seed = 3440; Starting new sample
2019-04-21 11:41:20 id = 4 (local); Seed = 3435; Done (1)
2019-04-21 11:41:20 id = 4 (local); Seed = 3441; Starting new sample
2019-04-21 11:41:36 id = 3 (local); Seed = 3436; Done (1)
2019-04-21 11:41:36 id = 3 (local); Seed = 3442; Starting new sample
2019-04-21 11:41:57 id = 2 (local); Seed = 3437; Done (0)
2019-04-21 11:41:57 id = 2 (local); Seed = 3443; Starting new sample
2019-04-21 11:42:06 id = 0 (local); Seed = 3438; Done (0)
2019-04-21 11:42:06 id = 0 (local); Seed = 3444; Starting new sample
2019-04-21 11:42:10 id = 1 (local); Seed = 3439; Done (0)
2019-04-21 11:42:10 id = 1 (local); Seed = 3445; Starting new sample
2019-04-21 11:42:15 id = 5 (local); Seed = 3440; Done (1)
2019-04-21 11:42:15 id = 5 (local); Seed = 3446; Starting new sample
2019-04-21 11:42:59 id = 4 (local); Seed = 3441; Done (0)
2019-04-21 11:42:59 id = 4 (local); Seed = 3447; Starting new sample
2019-04-21 11:43:19 id = 3 (local); Seed = 3442; Done (2)
2019-04-21 11:43:19 id = 3 (local); Seed = 3448; Starting new sample
2019-04-21 11:43:22 id = 1 (local); Seed = 3445; Done (0)
2019-04-21 11:43:22 id = 1 (local); Seed = 3449; Starting new sample
2019-04-21 11:43:33 id = 2 (local); Seed = 3443; Done (0)
2019-04-21 11:43:33 id = 2 (local); Seed = 3450; Starting new sample
2019-04-21 11:43:43 id = 0 (local); Seed = 3444; Done (0)
2019-04-21 11:43:43 id = 0 (local); Seed = 3451; Starting new sample
2019-04-21 11:43:58 id = 5 (local); Seed = 3446; Done (0)
2019-04-21 11:43:58 id = 5 (local); Seed = 3452; Starting new sample
2019-04-21 11:44:42 id = 4 (local); Seed = 3447; Done (0)
2019-04-21 11:44:42 id = 4 (local); Seed = 3453; Starting new sample
2019-04-21 11:44:56 id = 3 (local); Seed = 3448; Done (0)
2019-04-21 11:44:56 id = 3 (local); Seed = 3454; Starting new sample
2019-04-21 11:44:57 id = 1 (local); Seed = 3449; Done (0)
2019-04-21 11:44:57 id = 1 (local); Seed = 3455; Starting new sample
2019-04-21 11:45:12 id = 0 (local); Seed = 3451; Done (0)
2019-04-21 11:45:12 id = 0 (local); Seed = 3456; Starting new sample
2019-04-21 11:45:15 id = 2 (local); Seed = 3450; Done (2)
2019-04-21 11:45:15 id = 2 (local); Seed = 3457; Starting new sample
2019-04-21 11:45:33 id = 5 (local); Seed = 3452; Done (1)
2019-04-21 11:45:33 id = 5 (local); Seed = 3458; Starting new sample
2019-04-21 11:46:21 id = 4 (local); Seed = 3453; Done (0)
2019-04-21 11:46:21 id = 4 (local); Seed = 3459; Starting new sample
2019-04-21 11:46:27 id = 0 (local); Seed = 3456; Done (0)
2019-04-21 11:46:27 id = 0 (local); Seed = 3460; Starting new sample
2019-04-21 11:46:28 id = 3 (local); Seed = 3454; Done (1)
2019-04-21 11:46:28 id = 3 (local); Seed = 3461; Starting new sample
2019-04-21 11:46:39 id = 1 (local); Seed = 3455; Done (0)
2019-04-21 11:46:39 id = 1 (local); Seed = 3462; Starting new sample
2019-04-21 11:46:54 id = 2 (local); Seed = 3457; Done (0)
2019-04-21 11:46:54 id = 2 (local); Seed = 3463; Starting new sample
2019-04-21 11:47:15 id = 5 (local); Seed = 3458; Done (1)
2019-04-21 11:47:15 id = 5 (local); Seed = 3464; Starting new sample
2019-04-21 11:48:03 id = 0 (local); Seed = 3460; Done (0)
2019-04-21 11:48:03 id = 0 (local); Seed = 3465; Starting new sample
2019-04-21 11:48:03 id = 4 (local); Seed = 3459; Done (0)
2019-04-21 11:48:03 id = 4 (local); Seed = 3466; Starting new sample
2019-04-21 11:48:06 id = 3 (local); Seed = 3461; Done (0)
2019-04-21 11:48:06 id = 3 (local); Seed = 3467; Starting new sample
2019-04-21 11:48:21 id = 1 (local); Seed = 3462; Done (0)
2019-04-21 11:48:21 id = 1 (local); Seed = 3468; Starting new sample
2019-04-21 11:48:37 id = 2 (local); Seed = 3463; Done (1)
2019-04-21 11:48:37 id = 2 (local); Seed = 3469; Starting new sample
2019-04-21 11:48:42 id = 5 (local); Seed = 3464; Done (0)
2019-04-21 11:48:42 id = 5 (local); Seed = 3470; Starting new sample
2019-04-21 11:49:40 id = 0 (local); Seed = 3465; Done (0)
2019-04-21 11:49:40 id = 0 (local); Seed = 3471; Starting new sample
2019-04-21 11:49:46 id = 4 (local); Seed = 3466; Done (0)
2019-04-21 11:49:46 id = 4 (local); Seed = 3472; Starting new sample
2019-04-21 11:49:48 id = 3 (local); Seed = 3467; Done (2)
2019-04-21 11:49:48 id = 3 (local); Seed = 3473; Starting new sample
2019-04-21 11:49:50 id = 1 (local); Seed = 3468; Done (0)
2019-04-21 11:49:50 id = 1 (local); Seed = 3474; Starting new sample
2019-04-21 11:50:16 id = 2 (local); Seed = 3469; Done (1)
2019-04-21 11:50:16 id = 2 (local); Seed = 3475; Starting new sample
2019-04-21 11:50:25 id = 5 (local); Seed = 3470; Done (1)
2019-04-21 11:50:25 id = 5 (local); Seed = 3476; Starting new sample
2019-04-21 11:51:23 id = 0 (local); Seed = 3471; Done (0)
2019-04-21 11:51:23 id = 0 (local); Seed = 3477; Starting new sample
2019-04-21 11:51:23 id = 4 (local); Seed = 3472; Done (0)
2019-04-21 11:51:23 id = 4 (local); Seed = 3478; Starting new sample
2019-04-21 11:51:27 id = 3 (local); Seed = 3473; Done (0)
2019-04-21 11:51:27 id = 3 (local); Seed = 3479; Starting new sample
2019-04-21 11:51:32 id = 1 (local); Seed = 3474; Done (0)
2019-04-21 11:51:32 id = 1 (local); Seed = 3480; Starting new sample
2019-04-21 11:51:58 id = 2 (local); Seed = 3475; Done (2)
2019-04-21 11:51:58 id = 2 (local); Seed = 3481; Starting new sample
2019-04-21 11:51:59 id = 5 (local); Seed = 3476; Done (0)
2019-04-21 11:51:59 id = 5 (local); Seed = 3482; Starting new sample
2019-04-21 11:52:51 id = 0 (local); Seed = 3477; Done (1)
2019-04-21 11:52:51 id = 0 (local); Seed = 3483; Starting new sample
2019-04-21 11:53:05 id = 4 (local); Seed = 3478; Done (2)
2019-04-21 11:53:05 id = 4 (local); Seed = 3484; Starting new sample
2019-04-21 11:53:09 id = 1 (local); Seed = 3480; Done (0)
2019-04-21 11:53:09 id = 1 (local); Seed = 3485; Starting new sample
2019-04-21 11:53:09 id = 3 (local); Seed = 3479; Done (1)
2019-04-21 11:53:09 id = 3 (local); Seed = 3486; Starting new sample
2019-04-21 11:53:31 id = 2 (local); Seed = 3481; Done (1)
2019-04-21 11:53:31 id = 2 (local); Seed = 3487; Starting new sample
2019-04-21 11:53:41 id = 5 (local); Seed = 3482; Done (0)
2019-04-21 11:53:41 id = 5 (local); Seed = 3488; Starting new sample
2019-04-21 11:54:34 id = 0 (local); Seed = 3483; Done (1)
2019-04-21 11:54:34 id = 0 (local); Seed = 3489; Starting new sample
2019-04-21 11:54:41 id = 1 (local); Seed = 3485; Done (1)
2019-04-21 11:54:41 id = 1 (local); Seed = 3490; Starting new sample
2019-04-21 11:54:42 id = 4 (local); Seed = 3484; Done (0)
2019-04-21 11:54:42 id = 4 (local); Seed = 3491; Starting new sample
2019-04-21 11:54:51 id = 3 (local); Seed = 3486; Done (1)
2019-04-21 11:54:52 id = 3 (local); Seed = 3492; Starting new sample
2019-04-21 11:55:01 id = 5 (local); Seed = 3488; Done (0)
2019-04-21 11:55:01 id = 5 (local); Seed = 3493; Starting new sample
2019-04-21 11:55:13 id = 2 (local); Seed = 3487; Done (2)
2019-04-21 11:55:13 id = 2 (local); Seed = 3494; Starting new sample
2019-04-21 11:56:12 id = 0 (local); Seed = 3489; Done (0)
2019-04-21 11:56:12 id = 0 (local); Seed = 3495; Starting new sample
2019-04-21 11:56:23 id = 1 (local); Seed = 3490; Done (1)
2019-04-21 11:56:24 id = 1 (local); Seed = 3496; Starting new sample
2019-04-21 11:56:25 id = 4 (local); Seed = 3491; Done (0)
2019-04-21 11:56:25 id = 4 (local); Seed = 3497; Starting new sample
2019-04-21 11:56:29 id = 3 (local); Seed = 3492; Done (0)
2019-04-21 11:56:29 id = 3 (local); Seed = 3498; Starting new sample
2019-04-21 11:56:38 id = 5 (local); Seed = 3493; Done (0)
2019-04-21 11:56:39 id = 5 (local); Seed = 3499; Starting new sample
2019-04-21 11:56:55 id = 2 (local); Seed = 3494; Done (0)
2019-04-21 11:56:55 id = 2 (local); Seed = 3500; Starting new sample
2019-04-21 11:57:51 id = 0 (local); Seed = 3495; Done (1)
2019-04-21 11:57:51 id = 0 (local); Seed = 3501; Starting new sample
2019-04-21 11:58:00 id = 1 (local); Seed = 3496; Done (1)
2019-04-21 11:58:00 id = 1 (local); Seed = 3502; Starting new sample
2019-04-21 11:58:02 id = 4 (local); Seed = 3497; Done (0)
